,Company,TypeName,Inches,ScreenResolution,CpuVenderName,CpuType,CpuSpeed,Ram,Memory,GpuName,GpuType,OpSys,Weight,Price_euros
931,HP,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.26kg,1579.0
932,HP,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,1TB HDD,Intel,HD Graphics,No OS,1.86kg,288.9
933,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 6560U,2.2GHz,16GB,1TB SSD,Intel,Iris Graphics,Windows 10,1.3kg,1799.0
934,Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.47kg,1105.0
935,HP,Netbook,12.5,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.26kg,1669.0
936,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.18kg,558.6
937,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.2kg,1199.0
938,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1639.0
939,Dell,Gaming,17.3,2560x1440,Intel,Core i7 6820HK,2.7GHz,16GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.36kg,2758.0
940,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.75kg,1399.0
941,Asus,Notebook,17.3,1600x900,Intel,Pentium Quad Core N3710,1.6GHz,4GB,1TB HDD,Nvidia,GeForce,Windows 10,2.8kg,530.0
942,Acer,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.23kg,619.0
943,Toshiba,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.2kg,1119.0
944,Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core M m7-6Y75,1.2GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.1kg,1299.0
945,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,AMD,FX 8800P,2.1GHz,16GB,512GB SSD +  1TB HDD,AMD,Radeon R9,Windows 10,2.5kg,999.0
946,Dell,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD,Windows 10,1.36kg,1472.2
947,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce,No OS,2.2kg,685.0
948,Dell,Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,AMD,Radeon R7,Windows 10,2.36kg,659.0
949,Acer,Notebook,14.0,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.68kg,349.0
950,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HQ,2.7GHz,8GB,8GB SSD,Nvidia,Quadro,Windows 10,2.0kg,2249.0
951,Dell,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7600U,2.8GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1775.0
952,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.2kg,1460.0
953,Asus,2 in 1 Convertible,12.5,Full HD 1920x1080,Intel,Core M M7-6Y75,1.2GHz,8GB,64GB Flash Storage,Intel,HD Graphics,Chrome OS,1.2kg,1159.0
954,Lenovo,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.7kg,1488.99
955,Dell,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.36kg,3154.0
956,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7Y54,1.2GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.24kg,1899.0
957,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.45kg,775.0
958,Dell,Ultrabook,13.3,Quad HD+ 3200x1800,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.3kg,1268.0
959,Acer,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,32GB Flash Storage,Intel,HD Graphics,Chrome OS,1.25kg,389.0
960,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.2kg,1535.0
961,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel,Core i5 7300U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.36kg,1760.0
962,Acer,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,12GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.4kg,1009.0
963,Toshiba,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.1kg,1790.0
964,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.50GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,2.04kg,846.5
965,Dell,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0GHz,4GB,1TB HDD,AMD,Radeon R5,Linux,2.25kg,465.62
966,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.9kg,825.0
967,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 7100U,2.4GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.04kg,685.0
968,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,32GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,3149.0
969,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,6GB,256GB SSD,Nvidia,GeForce,Windows 10,2.4kg,695.0
970,Dell,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7Y75,1.3GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.22kg,1899.0
971,Dell,Ultrabook,14.0,Touchscreen 2560x1440,Intel,Core i7 6600U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.5kg,1962.98
972,Dell,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,32GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.42kg,2800.0
973,Toshiba,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.95kg,1180.0
974,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.73kg,2049.9
975,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.70GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce,Windows 10,2.04kg,979.0
976,Lenovo,Notebook,14.0,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,508GB Hybrid,Intel,HD Graphics,Windows 7,1.70kg,1002.0
977,Asus,2 in 1 Convertible,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD +  2TB HDD,Nvidia,GeForce GTX,Windows 10,2.3kg,1799.0
978,HP,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7GHz,6GB,1TB HDD,Intel,HD Graphics,Windows 10,2.04kg,579.0
979,Asus,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.99kg,1749.0
980,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,12GB,512GB SSD,Intel,HD Graphics,Windows 10,2.19kg,1299.0
981,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 7,1.2kg,1195.0
982,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD,A12-Series 9720P,3.6GHz,6GB,256GB SSD,AMD,Radeon,Windows 10,2.2kg,549.0
983,Fujitsu,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2.3kg,649.0
984,Toshiba,Notebook,14.0,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.75kg,915.0
985,Dell,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,AMD,Radeon R5,Windows 10,2.25kg,599.0
986,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,1TB HDD,Intel,HD Graphics,Windows 10,2.04kg,806.0
987,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.5kg,1189.0
988,Dell,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,AMD,Radeon R7,Windows 10,2.36kg,749.0
989,Dell,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,128GB SSD,Intel,HD Graphics 620,Windows 10,1.6kg,1119.0
990,HP,Netbook,12.5,Full HD 1920x1080,Intel,Core M 6Y75,1.2GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,0.97kg,1908.0
991,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2GHz,4GB,128GB SSD +  1TB HDD,AMD,Radeon,Windows 10,2.1kg,499.0
992,Lenovo,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1GHz,4GB,128GB SSD,Intel,HD Graphics,No OS,1.9kg,270.62
993,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.3kg,1349.0
994,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.68kg,889.0
995,Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.4kg,1150.0
996,HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.11kg,1349.0
997,Acer,Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.4kg,380.0
998,Asus,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX 1050,Windows 10,2.5kg,1799.0
999,HP,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,1.48kg,2089.0
1000,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.7kg,1260.0
1001,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.34kg,1189.0
1002,Dell,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,2.18kg,547.0
1003,HP,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.64kg,779.0
1004,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,128GB SSD,Intel,HD Graphics,Windows 10,1.2kg,1195.0
1005,HP,Notebook,14.0,1366x768,Intel,Core i5 6300U,2.4GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.48kg,1099.99
1006,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.95kg,1205.0
1007,HP,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.43kg,1449.0
1008,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,1.64kg,1049.26
1009,HP,Notebook,14.0,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.64kg,684.0
1010,Dell,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5GHz,8GB,1.0TB Hybrid,Nvidia,GeForce GTX,Windows 10,2.65kg,949.0
1011,HP,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.26kg,1539.0
1012,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.48kg,1590.0
1013,HP,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.54kg,1887.21
1014,HP,Notebook,13.3,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.49kg,800.0
1015,Toshiba,Notebook,13.3,1366x768,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.5kg,1210.0
1016,HP,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2.04kg,769.99
1017,Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 6820HQ,2.7GHz,16GB,512GB SSD,Nvidia,Quadro,Windows 7,2.4kg,2968.0
1018,Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.47kg,1490.0
1019,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.43kg,2229.0
1020,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i3 6100U,2.3GHz,4GB,1TB HDD,Intel,HD Graphics,Windows 10,2.08kg,795.99
1021,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.2kg,1590.0
1022,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.11kg,1149.0
1023,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,1.64kg,1185.43
1024,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,500GB HDD,Intel,HD Graphics,Windows 10,2.09kg,1046.44
1025,HP,Ultrabook,12.5,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.26kg,1559.0
1026,HP,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.31kg,1189.0
1027,HP,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.95kg,1060.0
1028,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.29kg,1624.0
1029,HP,Notebook,17.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Nvidia,GeForce,Windows 10,2.63kg,1080.0
1030,HP,Notebook,14.0,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.64kg,973.0
1031,Acer,Notebook,15.6,1366x768,AMD,A9-Series 9420,3GHz,6GB,1TB HDD,AMD,Radeon,Windows 10,2.1kg,409.0
1032,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.7kg,1191.8
1033,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.95kg,1195.0
1034,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.84kg,1228.99
1035,HP,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.26kg,1349.0
1036,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.04kg,742.0
1037,Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,2.6GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.47kg,1725.0
1038,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,2.09kg,1062.95
1039,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.64kg,1010.51
1040,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,1.8kg,847.0
1041,Vero,Notebook,14.0,1366x768,Intel,Atom X5-Z8350,1.44GHz,2GB,32GB Flash Storage,Intel,HD Graphics,Windows 10,1.45kg,210.8
1042,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 6500U,2.5GHz,16GB,256GB SSD,Nvidia,GeForce,Windows 10,2.4kg,1425.0
1043,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.3kg,1049.6
1044,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,1.54kg,1000.0
1045,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6300U,2.4GHz,8GB,256GB SSD +  500GB HDD,Intel,HD Graphics,Windows 10,1.84kg,2103.34
1046,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.43kg,1469.0
1047,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.78kg,1545.64
1048,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,4.6kg,2289.99
1049,Asus,Netbook,11.6,1366x768,Intel,Celeron Dual Core N3060,1.6GHz,4GB,16GB Flash Storage,Intel,HD Graphics,Chrome OS,1.2kg,287.9
1050,Lenovo,Notebook,14.0,IPS Panel 2560x1440,Intel,Core i7 6600U,2.6GHz,16GB,256GB SSD,Intel,HD Graphics,Windows 7,1.1kg,2620.0
1051,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,1TB HDD,Nvidia,GeForce,Windows 10,1.91kg,979.0
1052,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.3kg,1094.0
1053,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,256GB SSD,Intel,HD Graphics,Windows 10,2.04kg,979.0
1054,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,2.7GHz,16GB,1TB SSD,Intel,HD Graphics,Windows 10,1.2kg,2254.0
1055,HP,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.31kg,705.15
1056,HP,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5GHz,4GB,500GB HDD,Intel,HD Graphics,No OS,1.96kg,499.0
1057,Acer,Notebook,15.6,1366x768,AMD,A8-Series 7410,2.2GHz,8GB,1TB HDD,AMD,Radeon,Windows 10,2.4kg,449.0
1058,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7GHz,12GB,256GB SSD,Intel,HD Graphics,Windows 10,1.6kg,1299.0
1059,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,2.94kg,1819.0
1060,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.04kg,1070.0
1061,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,1TB HDD,Nvidia,GeForce GTX,No OS,4kg,998.0
1062,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,4GB,1TB HDD,Intel,HD,Windows 10,2.25kg,559.0
1063,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,16GB,2TB HDD,AMD,Radeon R7,Windows 10,2.32kg,989.99
1064,MSI,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 6700HQ,2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,1.8kg,1929.0
1065,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.29kg,1458.0
1066,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,64GB,1TB SSD,Nvidia,GeForce GTX 980,Windows 10,3.58kg,3975.0
1067,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.62kg,798.01
1068,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel,Core i7 6700HQ,2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.21kg,1329.0
1069,Apple,Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel,Core M,1.1GHz,8GB,256GB Flash Storage,Intel,HD Graphics,Mac OS X,0.920kg,1300.0
1070,Dell,Notebook,15.6,1366x768,Intel,Core i3 6100U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.06kg,481.98
1071,HP,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.31kg,1199.0
1072,HP,Ultrabook,12.5,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 7,1.26kg,1199.0
1073,HP,Notebook,13.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.49kg,1090.0
1074,Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,1.3kg,1713.49
1075,Lenovo,Notebook,17.3,1600x900,Intel,Core i5 6200U,2.3GHz,8GB,1.0TB HDD,AMD,Radeon R5,Windows 10,3.0kg,659.0
1076,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 6300HQ,2.3GHz,4GB,1TB HDD,Nvidia,GeForce GTX,Windows 10,2.3kg,977.0
1077,MSI,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia,GeForce GTX,Windows 10,3.78kg,2499.0
1078,Lenovo,Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 10,2.1kg,540.0
1079,HP,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 7,2.31kg,940.0
1080,Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Intel,Core M 6Y75,1.2GHz,8GB,512GB SSD,Intel,HD Graphics,Windows 10,0.99kg,1399.0
1081,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 6820HK,2.7GHz,32GB,512GB SSD +  1.0TB Hybrid,Nvidia,GeForce GTX,Windows 10,4.6kg,3240.0
1082,Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel,Atom x5-Z8550,1.44GHz,4GB,64GB Flash Storage,Intel,HD Graphics,Windows 10,0.69kg,646.27
1083,HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7500U,2.7GHz,16GB,512GB SSD,Intel,HD Graphics,Windows 10,1.3kg,2049.0
1084,Dell,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5GHz,8GB,256GB SSD,Intel,HD Graphics,Windows 10,2.18kg,750.0
1085,HP,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 6200U,2.3GHz,4GB,500GB HDD,Intel,HD Graphics,Windows 7,1.54kg,1030.99
